id,课程名,简介,状态,模块,学段,学科,年级,出版社,年份,年龄段,应用场景,学期,专题,其他,教师
2847,同步教材：苏教版小学语文一年级上册,,启用,同步名师视频,小学,语文,小学一年级,江苏凤凰教育出版社,2015,,,上册,,,"尹家云,郝晓红,倪卓,刘文君"
2848,同步教材：苏教版小学语文一年级下册,,启用,同步名师视频,小学,语文,小学一年级,江苏凤凰教育出版社,2015,,,下册,,,"曹香,李月,陈剑"
2849,同步教材：苏教版小学语文二年级上册,,启用,同步名师视频,小学,语文,小学二年级,江苏凤凰教育出版社,2015,,,上册,,,"刘瑞芳,陈佳浩"
2850,同步教材：苏教版小学语文二年级下册,,启用,同步名师视频,小学,语文,小学二年级,江苏凤凰教育出版社,2015,,,下册,,,"范洁,刘瑞芳,龙琳"
2851,同步教材：苏教版小学语文三年级上册,,启用,同步名师视频,小学,语文,小学三年级,江苏凤凰教育出版社,2015,,,上册,,,徐雨露
2852,同步教材：苏教版小学语文三年级下册,,启用,同步名师视频,小学,语文,小学三年级,江苏凤凰教育出版社,2014,,,下册,,,龙琳
2853,同步教材：苏教版小学语文四年级上册,,启用,同步名师视频,小学,语文,小学四年级,江苏凤凰教育出版社,2015,,,上册,,,"曹香,郭佳星"
2854,同步教材：苏教版小学语文四年级下册,,启用,同步名师视频,小学,语文,小学四年级,江苏凤凰教育出版社,2015,,,下册,,,"段宏,龙琳,王宇,李月"
2855,同步教材：苏教版小学语文五年级上册,,启用,同步名师视频,小学,语文,小学五年级,江苏凤凰教育出版社,2015,,,上册,,,惰云娇
2856,同步教材：苏教版小学语文五年级下册,,启用,同步名师视频,小学,语文,小学五年级,江苏凤凰教育出版社,2015,,,下册,,,"惰云娇,曹香"
2857,同步教材：苏教版小学语文六年级上册,,启用,同步名师视频,小学,语文,小学六年级,江苏凤凰教育出版社,2015,,,上册,,,"龙琳,刘亚慧"
2858,同步教材：苏教版小学语文六年级下册,,启用,同步名师视频,小学,语文,小学六年级,江苏凤凰教育出版社,2015,,,下册,,,黎超
2859,同步教材：苏教版小学语文一年级上册,,启用,同步名师视频,小学,语文,小学一年级,江苏凤凰教育出版社,2016,,,上册,,," "
2860,同步教材：苏教版小学语文一年级下册,,启用,同步名师视频,小学,语文,小学一年级,江苏凤凰教育出版社,2016,,,下册,,," "
2861,同步教材：苏教版小学英语一年级下册,,启用,同步名师视频,小学,英语,小学一年级,江苏凤凰教育出版社,2015,,,下册,,,张丹玲
2862,同步教材：浙教版小学数学一年级上册,,启用,同步名师视频,小学,数学,小学一年级,浙江教育出版社,2008,,,上册,,,郑娟
2863,同步教材：浙教版小学数学一年级下册,,启用,同步名师视频,小学,数学,小学一年级,浙江教育出版社,2009,,,下册,,,王兵颖
2864,同步教材：浙教版小学数学二年级上册,,启用,同步名师视频,小学,数学,小学二年级,浙江教育出版社,2008,,,上册,,,张娜娜
2865,同步教材：浙教版小学数学二年级下册,,启用,同步名师视频,小学,数学,小学二年级,浙江教育出版社,2009,,,下册,,,李钰燕
2866,同步教材：浙教版小学数学三年级上册,,启用,同步名师视频,小学,数学,小学三年级,浙江教育出版社,2008,,,上册,,,陈婷婷
2867,同步教材：浙教版小学数学三年级下册,,启用,同步名师视频,小学,数学,小学三年级,浙江教育出版社,2009,,,下册,,,"盛亮,尹莉"
2868,同步教材：浙教版小学数学四年级上册,,启用,同步名师视频,小学,数学,小学四年级,浙江教育出版社,2008,,,上册,,,李钰燕
2869,同步教材：浙教版小学数学四年级下册,,启用,同步名师视频,小学,数学,小学四年级,浙江教育出版社,2010,,,下册,,,苑露
2870,同步教材：浙教版小学数学五年级上册,,启用,同步名师视频,小学,数学,小学五年级,浙江教育出版社,2010,,,上册,,,高立平
2871,同步教材：浙教版小学数学五年级下册,,启用,同步名师视频,小学,数学,小学五年级,浙江教育出版社,2010,,,下册,,,吴克亮
2872,同步教材：浙教版小学数学六年级上册,,启用,同步名师视频,小学,数学,小学六年级,浙江教育出版社,2010,,,上册,,,陈婷婷
2873,同步教材：浙教版小学数学六年级下册,,启用,同步名师视频,小学,数学,小学六年级,浙江教育出版社,2010,,,下册,,,陈丙杰
2874,同步教材：北师大版小学数学一年级上册,,启用,同步名师视频,小学,数学,小学一年级,北京师范大学出版社,2013,,,上册,,,汪丽芳
2875,同步教材：北师大版小学数学一年级下册,,启用,同步名师视频,小学,数学,小学一年级,北京师范大学出版社,2013,,,下册,,,齐佳丽
2876,同步教材：北师大版小学数学二年级上册,,启用,同步名师视频,小学,数学,小学二年级,北京师范大学出版社,2013,,,上册,,,张娜
2877,同步教材：北师大版小学数学二年级下册,,启用,同步名师视频,小学,数学,小学二年级,北京师范大学出版社,2013,,,下册,,,朱佳慧
2878,同步教材：北师大版小学数学三年级上册,,启用,同步名师视频,小学,数学,小学三年级,北京师范大学出版社,2014,,,上册,,,刘璐璐
2879,同步教材：北师大版小学数学三年级下册,,启用,同步名师视频,小学,数学,小学三年级,北京师范大学出版社,2014,,,下册,,,李春杰
2880,同步教材：北师大版小学数学四年级上册,,启用,同步名师视频,小学,数学,小学四年级,北京师范大学出版社,2014,,,上册,,,刘璐璐
2881,同步教材：北师大版小学数学四年级下册,,启用,同步名师视频,小学,数学,小学四年级,北京师范大学出版社,2014,,,下册,,,李春杰
2882,同步教材：北师大版小学数学五年级上册,,启用,同步名师视频,小学,数学,小学五年级,北京师范大学出版社,2014,,,上册,,,王秀艳
2883,同步教材：北师大版小学数学五年级下册,,启用,同步名师视频,小学,数学,小学五年级,北京师范大学出版社,2014,,,下册,,,彭程
2884,同步教材：北师大版小学数学六年级上册,,启用,同步名师视频,小学,数学,小学六年级,北京师范大学出版社,2014,,,上册,,,王秀艳
2885,同步教材：北师大版小学数学六年级下册,,启用,同步名师视频,小学,数学,小学六年级,北京师范大学出版社,2014,,,下册,,,彭程
2886,同步教材：北师大版小学英语一年级上册,,启用,同步名师视频,小学,英语,小学一年级,北京师范大学出版社,2012,,,上册,,,左惠连
2887,同步教材：北师大版小学英语一年级下册,,启用,同步名师视频,小学,英语,小学一年级,北京师范大学出版社,2012,,,下册,,,"张毅华,方昱璇"
2888,同步教材：北师大版小学英语二年级上册,,启用,同步名师视频,小学,英语,小学二年级,北京师范大学出版社,2013,,,上册,,,"张毅华,倪林子"
2889,同步教材：北师大版小学英语二年级下册,,启用,同步名师视频,小学,英语,小学二年级,北京师范大学出版社,2013,,,下册,,,"王倩,张芳丽"
2890,同步教材：北师大版小学英语三年级上册,,启用,同步名师视频,小学,英语,小学三年级,北京师范大学出版社,2014,,,上册,,,"方昱璇,李杨,张谊姝,张芳丽"
2891,同步教材：北师大版小学英语一年级下册,,启用,同步名师视频,小学,英语,小学一年级,北京师范大学出版社,2014,,,下册,,," "
2892,同步教材：北师大版小学英语三年级下册,,启用,同步名师视频,小学,英语,小学三年级,北京师范大学出版社,2014,,,下册,,,"常恩娟,王丹,张芳丽"
2893,同步教材：北师大版小学英语四年级上册,,启用,同步名师视频,小学,英语,小学四年级,北京师范大学出版社,2013,,,上册,,,"廖颖,王丹,张芳丽"
2894,同步教材：北师大版小学英语四年级下册,,启用,同步名师视频,小学,英语,小学四年级,北京师范大学出版社,2007,,,下册,,,"唐思阳,赵瑾,江玲娜,张芳丽"
2895,同步教材：北师大版小学英语五年级上册,,启用,同步名师视频,小学,英语,小学五年级,北京师范大学出版社,2008,,,上册,,,"陈玲,张谊姝"
2896,同步教材：北师大版小学英语五年级下册,,启用,同步名师视频,小学,英语,小学五年级,北京师范大学出版社,2008,,,下册,,,"西国栋,张星"
2897,同步教材：北师大版小学英语六年级上册,,启用,同步名师视频,小学,英语,小学六年级,北京师范大学出版社,2006,,,上册,,,"李婷,王丹,陈玲"
2898,同步教材：北师大版小学英语三年级下册,,启用,同步名师视频,小学,英语,小学三年级,北京师范大学出版社,2012,,,下册,,," "
2899,同步教材：北师大版小学英语四年级下册,,启用,同步名师视频,小学,英语,小学四年级,北京师范大学出版社,2013,,,下册,,," "
2900,同步教材：北师大版小学英语五年级上册,,启用,同步名师视频,小学,英语,小学五年级,北京师范大学出版社,2014,,,上册,,," "
2901,同步教材：北师大版小学英语五年级下册,,启用,同步名师视频,小学,英语,小学五年级,北京师范大学出版社,2014,,,下册,,," "
2902,同步教材：北师大版小学英语六年级上册,,启用,同步名师视频,小学,英语,小学六年级,北京师范大学出版社,2014,,,上册,,," "
2903,同步教材：北师大版小学英语六年级下册,,启用,同步名师视频,小学,英语,小学六年级,北京师范大学出版社,2014,,,下册,,,"吴琼,西国栋"
2904,同步教材：北师大版小学语文一年级上册,,启用,同步名师视频,小学,语文,小学一年级,北京师范大学出版社,2016,,,上册,,,"孟月,汪梅"
2905,同步教材：北师大版小学语文一年级下册,,启用,同步名师视频,小学,语文,小学一年级,北京师范大学出版社,2007,,,下册,,,"翁媛媛,彭琪"
2906,同步教材：北师大版小学语文二年级上册,,启用,同步名师视频,小学,语文,小学二年级,北京师范大学出版社,2008,,,上册,,,"赵华,翁媛媛"
2907,同步教材：北师大版小学语文二年级下册,,启用,同步名师视频,小学,语文,小学二年级,北京师范大学出版社,2008,,,下册,,,"翁媛媛,李寒,刘亚慧"
2908,同步教材：北师大版小学语文三年级上册,,启用,同步名师视频,小学,语文,小学三年级,北京师范大学出版社,2009,,,上册,,,刘蕴娇
2909,同步教材：北师大版小学语文三年级下册,,启用,同步名师视频,小学,语文,小学三年级,北京师范大学出版社,2009,,,下册,,,"丁新,朱娟丽"
2910,同步教材：北师大版小学语文四年级上册,,启用,同步名师视频,小学,语文,小学四年级,北京师范大学出版社,2009,,,上册,,,朱娟丽
2911,同步教材：北师大版小学语文四年级下册,,启用,同步名师视频,小学,语文,小学四年级,北京师范大学出版社,2009,,,下册,,,"汪波,杜平,朱娟丽"
2912,同步教材：北师大版小学语文五年级上册,,启用,同步名师视频,小学,语文,小学五年级,北京师范大学出版社,2010,,,上册,,,申旭兵
2913,同步教材：北师大版小学语文五年级下册,,启用,同步名师视频,小学,语文,小学五年级,北京师范大学出版社,2010,,,下册,,,卜太玲
2914,同步教材：北师大版小学语文六年级上册,,启用,同步名师视频,小学,语文,小学六年级,北京师范大学出版社,2009,,,上册,,,周小满
2915,同步教材：北师大版小学语文六年级下册,,启用,同步名师视频,小学,语文,小学六年级,北京师范大学出版社,2011,,,下册,,,"曲自洁,朱娟丽,杨阳"
2916,同步教材：北师大版小学语文一年级上册,,启用,同步名师视频,小学,语文,小学一年级,北京师范大学出版社,2006,,,上册,,," "
2917,同步教材：北师大版小学语文一年级下册,,启用,同步名师视频,小学,语文,小学一年级,北京师范大学出版社,2008,,,下册,,," "
2918,同步教材：北师大版小学英语二年级下册,,启用,同步名师视频,小学,英语,小学二年级,北京师范大学出版社,2005,,,下册,,," "
2919,同步教材：北师大版小学英语三年级上册,,启用,同步名师视频,小学,英语,小学三年级,北京师范大学出版社,2006,,,上册,,," "
2920,同步教材：北师大版小学英语三年级下册,,启用,同步名师视频,小学,英语,小学三年级,北京师范大学出版社,2006,,,下册,,," "
2921,同步教材：北师大版小学英语四年级下册,,启用,同步名师视频,小学,英语,小学四年级,北京师范大学出版社,2015,,,下册,,," "
2922,同步教材：北师大版小学英语三年级下册,,启用,同步名师视频,小学,英语,小学三年级,北京师范大学出版社,2005,,,下册,,," "
2923,同步教材：北师大版小学英语四年级上册,,启用,同步名师视频,小学,英语,小学四年级,北京师范大学出版社,2006,,,上册,,," "
2924,同步教材：北师大版小学英语四年级下册,,启用,同步名师视频,小学,英语,小学四年级,北京师范大学出版社,2006,,,下册,,," "
2925,同步教材：北师大版小学英语六年级上册,,启用,同步名师视频,小学,英语,小学六年级,北京师范大学出版社,2005,,,上册,,," "
2926,同步教材：北师大版小学英语六年级下册,,启用,同步名师视频,小学,英语,小学六年级,北京师范大学出版社,2005,,,下册,,," "
2927,同步教材：牛津上海版小学英语一年级上册,,启用,同步名师视频,小学,英语,小学一年级,上海教育出版社,2007,,,上册,,,王玲令
2928,同步教材：牛津上海版小学英语一年级下册,,启用,同步名师视频,小学,英语,小学一年级,上海教育出版社,2008,,,下册,,,王贝
2929,同步教材：牛津上海版小学英语二年级上册,,启用,同步名师视频,小学,英语,小学二年级,上海教育出版社,2008,,,上册,,,万玉英
2930,同步教材：牛津上海版小学英语二年级下册,,启用,同步名师视频,小学,英语,小学二年级,上海教育出版社,2009,,,下册,,,王贝
2931,同步教材：牛津上海版小学英语三年级上册,,启用,同步名师视频,小学,英语,小学三年级,上海教育出版社,2009,,,上册,,,万玉英
2932,同步教材：牛津上海版小学英语三年级下册,,启用,同步名师视频,小学,英语,小学三年级,上海教育出版社,2010,,,下册,,,于蓝妮
